Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,2785764518.01845,3833993702.98856,11268186636.2905,12343501808.2192,13042007432.4489,12011207761.9717,12356482878.1968,11272143550.2527,10665634660.8833,12741746433.6716,13454211124.4607,12366527719.3322
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,47564520.3910861,66055407.6703145,96927201.4848422,98491843.6441982,104654365.188653,86779266.1619103,100087348.959092,109585941.624557,124021393.690412,118223430.124446
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,3627562402.66027,5494252207.90502,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21185922407.5922,25180583770.2719,29173513475.5597,30641380604.2984
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,318330511920.61,416442786069.652,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,833869641687.06,914104847814.117,909070395160.783
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,2529310103.83608,2682347064.3642,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,45495129385.0475,52623281956.7031,146619138358.948,168510189201.494,176247979235.906,190845889949.764,200921936786.219,177467529071.288,188223664746.524,205415864857.984,207920613961.749,206928765543.935
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,1009455483.87097,5107329007.0922,8758639096.47693,9774262741.75783,10531964139.3486,10982979274.1922,11880472593.2147,12756706583.3113,13286048705.496,13785943183.0661,13063873077.8495,12520915291.1837
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,3536335227.74751,2238259710.75161,7792421015.52066,8701085756.22749,9366515965.17374,10156855203.7509,10815312544.1118,9667589437.27909,10284627189.6492,11166063886.8555,12826750567.1859,12928145120.0296
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,54035795388.0915,69448756932.5833,363359886203.409,410334579160.752,459376049763.999,514966287334.277,568498937615.656,494583180777.103,404649527537.753,375745486520.656,398160403206.519,448120428858.769
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,4699646643.10954,3772851420.24763,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12628854800.9772,12694823394.0947
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,799000000,733000000,751000000,782000000,845000000,931000000,1250000000,1601000000,1323000000,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,119791683307.507,171247131268.604,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368819929542.194,398393955268.99,434166615431.909,403336363636.364
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,11685045513.6541,19507412223.6671,57048114434.3303,68016905071.5215,76615864759.4278,78784395318.5956,81076462938.8817,68400260078.0234,65481144343.303,70600000000,79275422626.788,76983094928.4785
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,40010423970.4576,82017743416.2841,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314567541558.339,278221906022.841
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,..,146113700,183498800,193143900,211103300,223388400,243147000,280376100,300125600,286321800,283994900,..
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,6433967000,12304115000,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57907700000,62219000000,65128200000,66800800000
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3219730364.99623,3521339699.07407,14250755231.1257,17984910501.8979,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,23412495063.4985,24969611434.7684
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,5812114523.02702,8855705139.55857,27215968615.5548,33715524703.9288,33283228891.0923,38585317742.981,40276532540.8812,36164068797.2511,36054281572.3981,39008900331.6733,40384691790.5685,38145288939.8488
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,26410386669.3609,51744749133.213,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222044970486.217,226848050819.525
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,44311593755.7845,83670261707.729,208368892318.654,234216730703.492,261920542606.121,283902829720.159,297483553299.475,306445871631.483,318627003965.493,328480738147.729,346841896889.553,376795508679.676
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,65977749036.9844,171885598582.637,479321460551.189,528832185770.217,500360816827.883,524234322596.975,545389126644.476,477581376840.43,472037130972.913,526380811261.345,587114101392.696,592164400687.607
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,78713859794.6843,118310710337.203,237880908317.652,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,221357874718.93,241274628877.362,237686075634.698
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,30603919000,61701800000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445500000,100979900000,104988600000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,7360439423.07692,17759890109.8901,125122306346.154,167775274725.275,186833516483.516,198727747252.747,206224725274.725,161739835164.835,151732142857.143,166928571428.571,191362087912.088,183466208791.209
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,38995454545.4545,37253259016.9976,166225180150.414,183443154234.731,171196268957.961,190949066979.176,199626806401.529,177893451831.141,188494136775.719,211695422578.655,241626953521.413,250077444017.084
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,516814274021.956,259710142196.943,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1669583089322.96,1699876578871.35
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2550185618.14774,1734938652.21165,6147525366.94591,6912074082.15636,7687521844.14299,7851127991.63672,8279481014.99175,8582588882.60989,8734161827.57353,9253098954.27769,9627720629.70522,10122472590.172
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,125766269.755358,269019710.327456,663161517.850106,737401692.217475,760549587.136028,770021663.967789,756919917.334022,788307330.55567,799376439.530168,831903809.749172,820491817.331671,850655017.220488
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,1005159388.24397,1881214370.93994,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419061355.81937,1468895284.48085,1528468142.79259,1637931034.48276,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,197454066.794244,233213982.942648,252560781.187724,302924710.0271,348941715.764849,318266475.3334,347544771.975132,375040835.10034,422295934.152254,429016605.208205
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,117630271802.403,189514926213.333,528207200000,671238840106.667,735974843360,746647127413.333,756350347333.334,654269902880,644935541440,688586133333.333,786521831573.333,792966838161.659
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,7237100724.34196,5924239700.81588,16230887978.4994,17902207621.6248,17824398468.8858,18965572150.2913,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23236007428.2582,23578084052.0147
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,6875844403.38854,41819468691.8251,49258136128.9672,43309252921.0567,48394238300.4008,47062205546.5,39628549949.7295,40630392018.541,44120425319.8576,50597289146.7041,51409167350.7548
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,368584758.942457,614879764.780006,969936525.298729,1065826669.89742,1060226125.62616,1328157608.83087,1343007841.37616,1377495052.12916,1426651766.47613,1524486801.19044,1586008996.62616,1698843062.76141
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,649644826.800447,635874002.198748,2578026297.15912,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3739577973.23943,4085114794.22324,3941474310.76913
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,36144336768.7023,96074477958.2366,239809387605.427,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318652334419.11,341863349989.138,373217081850.534,372062527488.638
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,12747380523.1082,29169953012.7142,90183986821.6439,98997521242.3941,94416582465.2848,98723944143.6938,101171217100.824,88457167724.277,89640616270.8866,95481955557.6908,105820499976.721,105422304975.576
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,18198205508.4746,20289627636.6767,48161250935.0166,51516367349.8866,46580457470.2769,48401896409.9842,49930685013.4603,43090173061.9713,44651537259.9731,48561672400.8437,54034358544.2622,53742159516.9278
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,302515026.890225,435103853.485036,681151193.502387,932725583.343148,1063879445.83424,1129787198.20326,1172268300.95047,1154650068.85921,1230459714.14912,1309631133.19979,1395608475.32223,1425074225.77798
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,917044228.012679,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,115552349035.441,136361298082.061,375349442837.24,416418874936.304,396332702639.496,366829390478.954,350904575292.317,317620522794.827,296357282715.109,349554116683.818,368288939768.322,351431649241.439
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..,..,14602072410.9506,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,536558591903.363,596877648793.072,1420722034063,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1312551705955.3,1419735245004.7,1394116310768.63
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,8032551173.24014,16330814179.9766,56725749221.9043,65292753005.4664,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87428125557.573,88425889592.1519,84008783756.068
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,217258907.777778,433520483.446409,760177777.777778,817762962.962963,800422222.222222,839770370.37037,916574074.074074,923155555.555555,971162962.962963,996937037.037037,1010814814.81481,1050992592.59259
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,579629629.62963,932592592.592592,1486758037.03704,1576988407.40741,1605146777.77778,1664816740.74074,1755130814.81481,1808079888.88889,1865375222.22222,1999090407.40741,2065875074.07407,2122450629.62963
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,240365262.592593,396261370.37037,681225925.925926,676129629.62963,692933333.333333,721207407.407407,727714814.814815,755400000,774429629.62963,792177777.777778,811300000,825385185.185185
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,12408647540.9836,12257418326.0734,61739815526.5181,57891984839.8169,52766720138.7383,57730424385.3149,64941775064.7633,74294471279.4565,51772232494.854,45379127306.436,26078607538.5703,18902284475.6054
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,388400000,947671969.69697,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,4787367928.11777,3128953536.91038,3210064505.78949,3458090452.26131,3985250737.46313
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,261846194532.676,262835454366.855,495812558843.31,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,530832908737.862
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,258066552980.132,272055499940.786,583782977866.405,699579638638.226,668043614122.87,688504173431.454,709182559935.301,679832291693.257,671309197376.701,679950482029.061,705140620046.7,703082435360.117
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,12308624283.9787,19325894913.1254,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2629395066.27017,860521119.298753,5642178579.58438,6522732202.50748,7633049792.09321,8448469837.53831,9112544556.05962,7854602391.65355,6952678127.03396,7157865188.25222,7522947810.12326,8116626794.25837
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,4258743262.82876,13375976353.6994,32014249841.4151,34657139495.4031,39650530214.3287,45680532613.7591,49964788814.0927,47378599025.3044,49774021003.0747,53320625958.5628,58001200572.3965,63177068174.549
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,85343063965.9182,126392233706.79,341104820155.464,370819140946.553,397558222957.17,420333203150.426,407339361695.577,401295941041.296,413430123185.367,456294704152.647,506514103905.268,543649976165.63
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,..,367085715.691437,881825544.160551,1054725856.53067,1147780082.92982,1395525350.39395,1447312263.557,1596658766.71165,1656039024.02723,1609669330.12439,1568611562.00556,1673540300
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,1628427515.41881,1488185772.47585,3429461495.41335,3872459249.74631,3873308389.30006,4321655656.33177,4574986536.90791,4180866177.03946,4486979198.3066,4819949975.18151,5356344850.49415,5459979416.66908
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,113563821.577404,202363492.160332,369485198.817979,423011844.331641,472358251.224261,450686353.674011,443911052.254042,435438217.281663,401109307.359307,430174168.740104,450353313.884584,..
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,5068000000,8154338232.95978,22157948396.2042,25433011405.3017,25763220107.0051,27268478564.5547,27615843098.0949,25062893969.3292,22284780326.8856,22474828527.1775,23808146747.7994,24100202833.7504
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,12290568181.8182,21473188881.5933,44050929160.2627,45810626509.4474,45044112939.3687,46251061734.4741,47632326088.237,43173480831.9739,41801210428.3054,39802430354.6334,39770297328.9509,38797709923.6641
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,150676291094.21,272979390275.112,771901768898.057,832523680895.522,873982246603.563,950579413121.126,934185915375.828,859796872683.823,863721648058.011,852676779693.539,771350331372.711,754411708202.616
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,3189539641.3171,2904662604.82053,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36180000000,37926285714.2857,40761142857.1429,..
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,..,..,686787810,728789570,715722770,740776770,823968140,893501650,950357510,962525840,1022312010,..
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,8824447.74022325,13742057.0500928,31823518.6204366,38711810.2114492,37671774.6945537,37509075.1110253,37290607.5356048,35492074.2243257,36547799.583705,40619251.9926426,42588164.9731022,47271463.3298575
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,4304398865.88268,6193246837.09687,26457287917.7801,27646526401.817,27084639297.0817,28681464765.3339,32348119639.0743,32124730770.8086,28967460676.8252,30756466548.0543,32772824208.9499,34387229486.4008
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,81456918678.5008,31261527363.144,136013155905.036,163159671670.265,175781379051.433,183310146378.081,133503411375.739,91030959454.6961,93355993628.5042,112190355158.178,130901858421.72,153781069118.148
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,50701443748.2975,104337372362.151,289787338325.391,350666031313.819,374590605854.323,390107556160.654,403137100068.074,358135057862.492,357045064669.843,385605506854.881,422215043584.969,421142267937.65
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,1093169389204.55,1657816613708.58,2475244321361.11,2659310054646.23,2704887678386.72,2786022872706.81,3063803240208.01,2928591002002.51,2694283209613.29,2666229179958.01,2860667727551.97,2827113184695.58
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,5963144000000,10252345464000,14992052727000,15542581104000,16197007349000,16784849190000,17521746534000,18219297584000,18707188235000,19485393853000,20580223000000,21427700000000
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,9298839655.23139,22823255801.8447,40284481651.9021,47962439303.7247,51264390116.4909,57531233350.9101,57236013086.1223,53274304222.136,52687612261.5424,59530088536.2179,59596885023.0917,56045912952.342
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,13360607917.8773,13760513969.314,46679875793.5724,56516280748.3777,63628854498.5024,68997168337.6782,76658542757.4707,81847410181.7953,81779012350.8833,59159945320.5667,50392607758.2324,57921286440.3495
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,158397403.041175,272014693.050806,700804286.224354,792149700.679116,781702874.106058,801787555.861121,814954306.971033,759689950.930918,804332795.575017,880043553.748442,906050106.972695,917058850.816563
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,48598315565.032,117140723529.412,393192354510.653,316482190800.364,381286237847.667,371005379786.566,482359318767.703,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,6471740805.56984,31172518403.3162,115931749697.241,135539438559.709,155820001920.492,171222025117.381,186204652922.262,193241108709.536,205276172134.901,223779865815.183,245213686369.157,261921244843.172
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,..,..,4339000000,4239000000,4095000000,3762000000,3622000000,3748000000,3863000000,3855000000,..,..
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,..,4313600000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000,14498100000,14615900000,..
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,5647119229.00763,9652436179.64605,30906749533.221,32726417212.348,35401341663.0425,40415235701.9871,43206469767.4419,36976204506.0659,28084676409.1858,24561327989.312,27591261663.286,..
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,3285217391.30435,3600683039.73254,20265559483.8548,23459515275.5776,25503060420.026,28045512870.8834,27150646908.7245,21243347377.3226,20954761767.1586,25868142076.7897,27005238896.1666,23064722446.3513
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,8783816700,6689957600,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,22040902300,24311560500,21440758800
GDP (current US$),NY.GDP.MKTP.CD,Arab World,ARB,447404218571.619,735810487829.104,2106020669993.19,2494062136233.61,2772882408120.13,2855314187005.31,2892806937260.03,2529694233782.42,2463433552289.4,2513494434830.3,2772024698688.2,2815410447182.25
GDP (current US$),NY.GDP.MKTP.CD,Caribbean small states,CSS,18011674585.2735,34214097414.7712,63364789294.4403,68552917331.4331,70849598299.1351,72231768542.372,73185354884.6077,71787351547.7856,68222566249.0395,69913144887.4144,73459161488.8303,76290373254.4853
GDP (current US$),NY.GDP.MKTP.CD,Central Europe and the Baltics,CEB,262485832537.422,427548841850.4,1313208486503.89,1446913401778.19,1352804296660.52,1422755031228.23,1465703293189.92,1290074477530.02,1317555755105.92,1458696736645.45,1637174686382.25,1656928913107.65
GDP (current US$),NY.GDP.MKTP.CD,Early-demographic dividend,EAR,1819189107638.34,3306202502682.26,8563599525986.25,9600669035259.56,10068198160963.2,10245107115659.7,10606787095413.5,10295016612748.8,10532737973113.3,11377092504041.2,11635200936633.1,11981574482646.9
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific,EAS,4736096315721.29,8297740877966.69,16988581956233.6,19687263988191.7,21071949150429.1,21318406932505.8,22002024770464.4,21911486166782.7,22658432406058.8,24223285701971.4,26346980787877.3,26979805534122.7
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,662964315626.106,1737752586052.97,7874608267028.15,9620165120662.44,10727515384624.8,11835474351551.5,12761470173397.8,13294449896256,13575632475890.4,14835611946612.9,16593031497791.3,17214358920071.6
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,661601713079.794,1734180951739.01,7859346930525.55,9601627416120.55,10706858923851.3,11812736000065,12737002684488.7,13268973169711.7,13549665179572.9,14807303641278,16561372326182.9,17181503825380.8
GDP (current US$),NY.GDP.MKTP.CD,Euro area,EMU,5882977041945.34,6479482893269.85,12628246500868.2,13622691210191,12638927582293.3,13189495209366.5,13490187533196.8,11672138337959.8,11965317176354,12655504662573.8,13662048991923.3,13335843259019.7
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia,ECS,8853360743653.17,10030428207438.1,20959229509473.2,23241488655356.7,22405786947777,23414098305288.9,23734276559110.7,20447703770614.1,20378471931048.5,21581860912437,23105421234343.9,22748788538189.8
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,894083166404.898,661119645437.523,2939851952286.69,3653970677298.04,3897477678459.47,4131774515168.93,3836999997265.42,2912078642453.98,2767175925737.94,3108431403073.36,3184989576029.94,3239459350297.98
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,1020602255164.57,891927686505.996,3645206523144.71,4428600290399.42,4625529132055.51,4905014838258.38,4639658844615.03,3617084112829.76,3479304166745.47,3901827241973.9,4074722030848.49,4142093595765.05
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,6500319936641.27,7259398860355.29,14540385611235.6,15741839610904.6,14636155637903.8,15293564575793.2,15633064319173.7,13546911044356.3,13882598814513.1,14735710571465.3,15931983317841.6,15592795166700.2
GDP (current US$),NY.GDP.MKTP.CD,Fragile and conflict affected situations,FCS,255611955416.652,401618100328.082,1410409330025.7,1428667556695.36,1644913568111.45,1729493434671.49,1903690899826.97,1678672591297.81,1501545586411.03,1517591275154.62,1641362110784.62,..
GDP (current US$),NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,137854651598.297,165845045682.377,486357214101.94,539280498561.783,569494977682.581,636629210098.96,672448574384.872,666053043404.399,662697580305.17,705521452844.014,745528727084.658,759266600603.65
GDP (current US$),NY.GDP.MKTP.CD,High income,HIC,18964597224757.9,27650310811176.9,45581239281131.1,49208839709264.5,49261358730060.9,49886090829430.6,50980841944333.5,48163901350791,49167135985982.9,51416068828736.8,54625884946485.8,55098717125559.6
GDP (current US$),NY.GDP.MKTP.CD,IBRD only,IBD,3457977083225.04,5810310610941.21,20012917006337.5,23638980245162,25136822859669.5,26556800558706.1,27472047591611.6,25946555205164.4,26146350562088.1,28851320771455,30821282524044.9,31618204428931.7
GDP (current US$),NY.GDP.MKTP.CD,IDA & IBRD total,IBT,3797011848002.41,6277245299793.75,21475407136531.9,25299814984637.3,26920037836027.7,28518068017031.5,29585622182178.6,28027157296202.2,28165345655436.4,30941555943939.8,33035768862505.1,33912132433932.9
GDP (current US$),NY.GDP.MKTP.CD,IDA blend,IDB,145134845455.046,206220306969.75,700806282251.713,808526467689.656,889437270873.144,968241483854.865,1054937159109.55,1004143604056.49,929792272203.287,920435301795.34,962649105344.234,989721112790.581
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,196539945424.331,261499663206.428,760779116856.538,847260464689.949,887208791166.649,990286571229.918,1058393213175.29,1081447388459.3,1096389089675.56,1177370035220.26,1260847205384.69,1315248865134.09
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,342426534998.66,469360344685.556,1466846687790.09,1662990917002.61,1786298829360.8,1968093063490.56,2124544221422.86,2093412764373.79,2029202398653.84,2096707795621.73,2221038662745.08,2301372398524.79
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,2034399109241.15,3402704990556.44,13504540875616.8,16458183582719.2,17608201351645,18979472797344.7,19700201069048.3,18470072763242.6,18514640177064.2,20551045153102.9,22514073510410.6,22985816197741.2
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,1179437621738.85,2289336070722.22,5348215099512.51,6081032499511.41,6143728571910.91,6294812403097.39,6417117884851.69,5520203132554.66,5390740209889.85,5985647360814.57,5816094715343.34,5719252824663.02
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,1083345539027.43,2082603151884.81,4905141248773.08,5585656091712.78,5622186709733.1,5748179330799.9,5883202489743.05,4998227561602.27,4858334202372.37,5416130983383.76,5219475893094.71,5136327518155.87
GDP (current US$),NY.GDP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1109291524898.15,2174444072332.69,5153142407819.03,5878955134451.25,5935625710383.67,6081836606493.26,6200027783295.34,5291584333881.56,5155452908226.6,5745984224045.25,5574628171203.3,5474751287356.85
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,164420803437.478,215731036356.978,680391283139.843,773831032863.234,820295956440.197,895292008579.188,967971704374.66,954665136321.583,943028286096.187,1027031212048.55,1066997465485.29,1105397168763.63
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,3653172248720.94,5958332947350.37,20535636055881.5,24248318623664.5,25897210999171,27431446957650.7,28486835211125.9,27052639815721.9,27180944380494.2,29845120321213.1,31819618124575.5,32705773165069.8
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,109249954121.484,130127815325.644,390052983240.496,421622870682.161,442152712908.212,485102886087.962,519928792724.948,519124716837.818,479250262076.183,494892781230.879,509033861008.984,521273843020.466
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,871478651353.041,1219877128638.63,3930917552819.94,4425959082359.54,4667167020362.62,4919433540664.31,5242900398534.03,5188164733958.88,5358119234785.57,5761733418445.18,6003685053983.65,6341105055559.54
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,550748250347.156,966901286086.319,2766778332455.17,3279582070597.8,3575505036221.94,3547271049627.31,3567995712319.2,3139157379607.83,3150182655674.93,3270329262072.42,3613740164271.21,3701386017855.84
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,..,451793993434.148,1383656519684.54,1565930747266.95,1728907655678.97,1617926234543.42,1597407380352.73,1435646688166.51,1454739415346.09,1428592790217.68,..,..
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,447431846918.237,1374760211111.64,1555467086750.99,1717642740488.56,1605376103752.83,1584600427333.97,1422834744463.52,1441146254299.58,1413870262588.08,..,..
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,3549492913503.98,5831025504784.21,20147828415058.2,23821331308856.3,25447613826109.1,26941988983830.2,27965789157900.8,26537448537796.5,26696316740970,29337418670054.4,31293056688091.5,32165979692375.4
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,6558665950908.47,10998121151318.6,16611261563811.1,17336779781047.8,18031234215349,18637631422155.3,19331060828608.6,19781342853073.5,20241484802206.1,21141594444340.1,22303155530911.3,23171055090594.9
GDP (current US$),NY.GDP.MKTP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,18772165846439,27500475538550.2,45042214867556.9,48442679017802.6,48417462072684.7,49071994020000.9,50102014086770.1,47277421589550.4,48160410793466.7,50257605239562,53157471861777,53634550008082.1
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,54720518731.7496,91276164873.1222,322154734641.109,396825784106.447,414170458854.233,431980718227.938,446493815718.747,370369834002.223,365890438052.162,404126868252.702,450095668151.361,438468157980.326
