CD_RGN_REFNIS;MONTH;YEAR;CD_AGE;MS_SEX_;CHAP_COD;COUNT
02000;7;2009;45-64;M;E00-E90;6
02000;7;2009;45-64;M;F00-F99;9
02000;7;2009;45-64;M;G00-G99;3
02000;7;2009;45-64;M;I00-I99;78
02000;7;2009;45-64;M;J00-J99;15
02000;7;2009;45-64;M;K00-K93;25
02000;7;2009;45-64;M;N00-N99;2
02000;7;2009;45-64;M;Q00-Q99;1
02000;7;2009;45-64;M;R00-R99;27
02000;7;2009;45-64;M;UNK;3
02000;7;2009;45-64;M;V01-Y98;48
02000;7;2009;65-74;F;A00-B99;3
02000;7;2009;65-74;F;C00-D48;126
02000;7;2009;65-74;F;D50-D89;1
02000;7;2009;65-74;F;E00-E90;10
02000;7;2009;65-74;F;F00-F99;6
02000;7;2009;65-74;F;G00-G99;10
02000;7;2009;65-74;F;I00-I99;66
02000;7;2009;65-74;F;J00-J99;21
02000;7;2009;65-74;F;K00-K93;10
02000;7;2009;65-74;F;L00-L99;1
02000;7;2009;65-74;F;M00-M99;2
02000;7;2009;65-74;F;N00-N99;4
02000;7;2009;65-74;F;R00-R99;6
02000;7;2009;65-74;F;UNK;2
02000;7;2009;65-74;F;V01-Y98;10
02000;7;2009;65-74;M;A00-B99;9
02000;7;2009;65-74;M;C00-D48;209
02000;7;2009;65-74;M;E00-E90;7
02000;7;2009;65-74;M;F00-F99;4
02000;7;2009;65-74;M;G00-G99;12
02000;7;2009;65-74;M;I00-I99;113
02000;7;2009;65-74;M;J00-J99;30
02000;7;2009;65-74;M;K00-K93;17
02000;7;2009;65-74;M;M00-M99;1
02000;7;2009;65-74;M;N00-N99;4
02000;7;2009;65-74;M;R00-R99;15
02000;7;2009;65-74;M;UNK;3
02000;7;2009;65-74;M;V01-Y98;20
02000;7;2009;75-84;F;A00-B99;15
02000;7;2009;75-84;F;C00-D48;181
02000;7;2009;75-84;F;D50-D89;1
02000;7;2009;75-84;F;E00-E90;27
02000;7;2009;75-84;F;F00-F99;37
02000;7;2009;75-84;F;G00-G99;32
02000;7;2009;75-84;F;I00-I99;250
02000;7;2009;75-84;F;J00-J99;67
02000;7;2009;75-84;F;K00-K93;33
02000;7;2009;75-84;F;L00-L99;5
02000;7;2009;75-84;F;M00-M99;5
02000;7;2009;75-84;F;N00-N99;16
02000;7;2009;75-84;F;R00-R99;15
02000;7;2009;75-84;F;UNK;11
02000;7;2009;75-84;F;V01-Y98;24
02000;7;2009;75-84;M;A00-B99;21
02000;7;2009;75-84;M;C00-D48;265
02000;7;2009;75-84;M;D50-D89;1
02000;7;2009;75-84;M;E00-E90;12
02000;7;2009;75-84;M;F00-F99;32
02000;7;2009;75-84;M;G00-G99;36
02000;7;2009;75-84;M;I00-I99;262
02000;7;2009;75-84;M;J00-J99;103
02000;7;2009;75-84;M;K00-K93;27
02000;7;2009;75-84;M;L00-L99;2
02000;7;2009;75-84;M;M00-M99;4
02000;7;2009;75-84;M;N00-N99;21
02000;7;2009;75-84;M;R00-R99;13
02000;7;2009;75-84;M;UNK;2
02000;7;2009;75-84;M;V01-Y98;28
02000;7;2009;85+;F;A00-B99;32
02000;7;2009;85+;F;C00-D48;121
02000;7;2009;85+;F;D50-D89;1
02000;7;2009;85+;F;E00-E90;27
02000;7;2009;85+;F;F00-F99;75
02000;7;2009;85+;F;G00-G99;28
02000;7;2009;85+;F;I00-I99;388
02000;7;2009;85+;F;J00-J99;90
02000;7;2009;85+;F;K00-K93;36
02000;7;2009;85+;F;L00-L99;6
02000;7;2009;85+;F;M00-M99;7
02000;7;2009;85+;F;N00-N99;27
02000;7;2009;85+;F;R00-R99;41
02000;7;2009;85+;F;UNK;4
02000;7;2009;85+;F;V01-Y98;26
02000;7;2009;85+;M;A00-B99;10
02000;7;2009;85+;M;C00-D48;121
02000;7;2009;85+;M;D50-D89;2
02000;7;2009;85+;M;E00-E90;6
02000;7;2009;85+;M;F00-F99;26
02000;7;2009;85+;M;G00-G99;10
02000;7;2009;85+;M;I00-I99;179
02000;7;2009;85+;M;J00-J99;94
02000;7;2009;85+;M;K00-K93;12
02000;7;2009;85+;M;L00-L99;1
02000;7;2009;85+;M;M00-M99;1
02000;7;2009;85+;M;N00-N99;18
02000;7;2009;85+;M;R00-R99;13
02000;7;2009;85+;M;UNK;3
02000;7;2009;85+;M;V01-Y98;20
02000;7;2010;0-24;F;C00-D48;1
02000;7;2010;0-24;F;P00-P96;7
02000;7;2010;0-24;F;Q00-Q99;2
02000;7;2010;0-24;F;R00-R99;1
02000;7;2010;0-24;F;V01-Y98;5
02000;7;2010;0-24;M;C00-D48;5
02000;7;2010;0-24;M;G00-G99;1
02000;7;2010;0-24;M;I00-I99;1
02000;7;2010;0-24;M;K00-K93;1
02000;7;2010;0-24;M;N00-N99;1
02000;7;2010;0-24;M;P00-P96;8
02000;7;2010;0-24;M;Q00-Q99;4
02000;7;2010;0-24;M;R00-R99;4
02000;7;2010;0-24;M;V01-Y98;18
02000;7;2010;25-44;F;A00-B99;1
02000;7;2010;25-44;F;C00-D48;20
02000;7;2010;25-44;F;I00-I99;1
02000;7;2010;25-44;F;K00-K93;4
02000;7;2010;25-44;F;M00-M99;1
02000;7;2010;25-44;F;O00-O99;1
02000;7;2010;25-44;F;R00-R99;2
02000;7;2010;25-44;F;V01-Y98;13
02000;7;2010;25-44;M;C00-D48;6
02000;7;2010;25-44;M;E00-E90;1
02000;7;2010;25-44;M;G00-G99;1
02000;7;2010;25-44;M;I00-I99;6
02000;7;2010;25-44;M;J00-J99;1
02000;7;2010;25-44;M;K00-K93;2
02000;7;2010;25-44;M;R00-R99;3
02000;7;2010;25-44;M;V01-Y98;44
02000;7;2010;45-64;F;A00-B99;7
02000;7;2010;45-64;F;C00-D48;133
02000;7;2010;45-64;F;D50-D89;1
02000;7;2010;45-64;F;E00-E90;1
02000;7;2010;45-64;F;F00-F99;8
02000;7;2010;45-64;F;G00-G99;2
02000;7;2010;45-64;F;I00-I99;35
02000;7;2010;45-64;F;J00-J99;11
02000;7;2010;45-64;F;K00-K93;16
02000;7;2010;45-64;F;N00-N99;1
02000;7;2010;45-64;F;Q00-Q99;2
02000;7;2010;45-64;F;R00-R99;8
02000;7;2010;45-64;F;V01-Y98;16
02000;7;2010;45-64;M;A00-B99;10
02000;7;2010;45-64;M;C00-D48;157
02000;7;2010;45-64;M;D50-D89;1
02000;7;2010;45-64;M;E00-E90;6
02000;7;2010;45-64;M;F00-F99;7
02000;7;2010;45-64;M;G00-G99;7
02000;7;2010;45-64;M;I00-I99;86
02000;7;2010;45-64;M;J00-J99;18
02000;7;2010;45-64;M;K00-K93;27
02000;7;2010;45-64;M;L00-L99;1
02000;7;2010;45-64;M;M00-M99;3
02000;7;2010;45-64;M;N00-N99;2
02000;7;2010;45-64;M;Q00-Q99;2
02000;7;2010;45-64;M;R00-R99;16
02000;7;2010;45-64;M;V01-Y98;45
02000;7;2010;65-74;F;A00-B99;6
02000;7;2010;65-74;F;C00-D48;152
02000;7;2010;65-74;F;E00-E90;4
02000;7;2010;65-74;F;F00-F99;5
02000;7;2010;65-74;F;G00-G99;10
02000;7;2010;65-74;F;I00-I99;63
02000;7;2010;65-74;F;J00-J99;23
02000;7;2010;65-74;F;K00-K93;13
02000;7;2010;65-74;F;L00-L99;1
02000;7;2010;65-74;F;M00-M99;3
02000;7;2010;65-74;F;N00-N99;7
02000;7;2010;65-74;F;R00-R99;8
02000;7;2010;65-74;F;V01-Y98;9
02000;7;2010;65-74;M;A00-B99;14
02000;7;2010;65-74;M;C00-D48;204
02000;7;2010;65-74;M;D50-D89;2
02000;7;2010;65-74;M;E00-E90;7
02000;7;2010;65-74;M;F00-F99;7
02000;7;2010;65-74;M;G00-G99;13
02000;7;2010;65-74;M;I00-I99;112
02000;7;2010;65-74;M;J00-J99;48
02000;7;2010;65-74;M;K00-K93;13
02000;7;2010;65-74;M;L00-L99;2
02000;7;2010;65-74;M;M00-M99;1
02000;7;2010;65-74;M;N00-N99;7
02000;7;2010;65-74;M;Q00-Q99;1
02000;7;2010;65-74;M;R00-R99;21
02000;7;2010;65-74;M;V01-Y98;26
02000;7;2010;75-84;F;A00-B99;29
02000;7;2010;75-84;F;C00-D48;200
02000;7;2010;75-84;F;D50-D89;2
02000;7;2010;75-84;F;E00-E90;17
02000;7;2010;75-84;F;F00-F99;49
02000;7;2010;75-84;F;G00-G99;51
02000;7;2010;75-84;F;I00-I99;242
02000;7;2010;75-84;F;J00-J99;69
02000;7;2010;75-84;F;K00-K93;34
02000;7;2010;75-84;F;L00-L99;4
02000;7;2010;75-84;F;M00-M99;6
02000;7;2010;75-84;F;N00-N99;25
02000;7;2010;75-84;F;R00-R99;19
02000;7;2010;75-84;F;V01-Y98;28
02000;7;2010;75-84;M;A00-B99;15
02000;7;2010;75-84;M;C00-D48;248
02000;7;2010;75-84;M;D50-D89;3
02000;7;2010;75-84;M;E00-E90;14
02000;7;2010;75-84;M;F00-F99;25
02000;7;2010;75-84;M;G00-G99;50
02000;7;2010;75-84;M;I00-I99;271
02000;7;2010;75-84;M;J00-J99;103
02000;7;2010;75-84;M;K00-K93;27
02000;7;2010;75-84;M;M00-M99;1
02000;7;2010;75-84;M;N00-N99;15
02000;7;2010;75-84;M;Q00-Q99;1
02000;7;2010;75-84;M;R00-R99;21
02000;7;2010;75-84;M;V01-Y98;19
02000;7;2010;85+;F;A00-B99;34
02000;7;2010;85+;F;C00-D48;131
02000;7;2010;85+;F;D50-D89;4
02000;7;2010;85+;F;E00-E90;35
02000;7;2010;85+;F;F00-F99;72
02000;7;2010;85+;F;G00-G99;41
02000;7;2010;85+;F;I00-I99;451
02000;7;2010;85+;F;J00-J99;113
02000;7;2010;85+;F;K00-K93;44
02000;7;2010;85+;F;L00-L99;6
02000;7;2010;85+;F;M00-M99;2
02000;7;2010;85+;F;N00-N99;46
02000;7;2010;85+;F;R00-R99;45
02000;7;2010;85+;F;V01-Y98;43
02000;7;2010;85+;M;A00-B99;7
02000;7;2010;85+;M;C00-D48;114
02000;7;2010;85+;M;D50-D89;6
02000;7;2010;85+;M;E00-E90;13
02000;7;2010;85+;M;F00-F99;22
02000;7;2010;85+;M;G00-G99;16
02000;7;2010;85+;M;I00-I99;201
02000;7;2010;85+;M;J00-J99;82
02000;7;2010;85+;M;K00-K93;16
02000;7;2010;85+;M;L00-L99;1
02000;7;2010;85+;M;M00-M99;1
02000;7;2010;85+;M;N00-N99;19
02000;7;2010;85+;M;R00-R99;8
02000;7;2010;85+;M;V01-Y98;14
02000;7;2011;0-24;F;C00-D48;1
02000;7;2011;0-24;F;G00-G99;1
02000;7;2011;0-24;F;J00-J99;1
02000;7;2011;0-24;F;K00-K93;1
02000;7;2011;0-24;F;P00-P96;2
02000;7;2011;0-24;F;Q00-Q99;2
02000;7;2011;0-24;F;R00-R99;2
02000;7;2011;0-24;F;V01-Y98;5
02000;7;2011;0-24;M;C00-D48;2
02000;7;2011;0-24;M;E00-E90;2
02000;7;2011;0-24;M;G00-G99;1
02000;7;2011;0-24;M;I00-I99;1
02000;7;2011;0-24;M;P00-P96;2
02000;7;2011;0-24;M;Q00-Q99;4
02000;7;2011;0-24;M;R00-R99;7
02000;7;2011;0-24;M;V01-Y98;13
02000;7;2011;25-44;F;A00-B99;2
02000;7;2011;25-44;F;C00-D48;13
02000;7;2011;25-44;F;G00-G99;1
02000;7;2011;25-44;F;I00-I99;2
02000;7;2011;25-44;F;K00-K93;2
02000;7;2011;25-44;F;R00-R99;6
02000;7;2011;25-44;F;V01-Y98;13
02000;7;2011;25-44;M;A00-B99;1
02000;7;2011;25-44;M;C00-D48;8
02000;7;2011;25-44;M;F00-F99;2
02000;7;2011;25-44;M;G00-G99;5
02000;7;2011;25-44;M;I00-I99;4
02000;7;2011;25-44;M;J00-J99;1
02000;7;2011;25-44;M;K00-K93;3
02000;7;2011;25-44;M;Q00-Q99;1
02000;7;2011;25-44;M;R00-R99;9
02000;7;2011;25-44;M;V01-Y98;40
02000;7;2011;45-64;F;A00-B99;6
02000;7;2011;45-64;F;C00-D48;128
02000;7;2011;45-64;F;E00-E90;3
02000;7;2011;45-64;F;F00-F99;3
02000;7;2011;45-64;F;G00-G99;11
02000;7;2011;45-64;F;I00-I99;31
02000;7;2011;45-64;F;J00-J99;6
02000;7;2011;45-64;F;K00-K93;13
02000;7;2011;45-64;F;L00-L99;2
02000;7;2011;45-64;F;M00-M99;3
02000;7;2011;45-64;F;N00-N99;3
02000;7;2011;45-64;F;Q00-Q99;1
02000;7;2011;45-64;F;R00-R99;12
02000;7;2011;45-64;F;V01-Y98;18
02000;7;2011;45-64;M;A00-B99;3
02000;7;2011;45-64;M;C00-D48;186
02000;7;2011;45-64;M;D50-D89;1
02000;7;2011;45-64;M;E00-E90;13
02000;7;2011;45-64;M;F00-F99;7
02000;7;2011;45-64;M;G00-G99;8
02000;7;2011;45-64;M;I00-I99;75
02000;7;2011;45-64;M;J00-J99;19
02000;7;2011;45-64;M;K00-K93;18
02000;7;2011;45-64;M;L00-L99;1
02000;7;2011;45-64;M;N00-N99;2
02000;7;2011;45-64;M;Q00-Q99;2
02000;7;2011;45-64;M;R00-R99;26
02000;7;2011;45-64;M;V01-Y98;53
02000;7;2011;65-74;F;A00-B99;3
02000;7;2011;65-74;F;C00-D48;130
02000;7;2011;65-74;F;D50-D89;1
02000;7;2011;65-74;F;E00-E90;6
02000;7;2011;65-74;F;F00-F99;5
02000;7;2011;65-74;F;G00-G99;13
02000;7;2011;65-74;F;I00-I99;62
02000;7;2011;65-74;F;J00-J99;11
02000;7;2011;65-74;F;K00-K93;13
02000;7;2011;65-74;F;M00-M99;2
02000;7;2011;65-74;F;N00-N99;1
02000;7;2011;65-74;F;Q00-Q99;1
02000;7;2011;65-74;F;R00-R99;10
02000;7;2011;65-74;F;V01-Y98;12
02000;7;2011;65-74;M;A00-B99;6
02000;7;2011;65-74;M;C00-D48;206
02000;7;2011;65-74;M;D50-D89;1
02000;7;2011;65-74;M;E00-E90;7
02000;7;2011;65-74;M;F00-F99;7
02000;7;2011;65-74;M;G00-G99;11
02000;7;2011;65-74;M;I00-I99;94
02000;7;2011;65-74;M;J00-J99;33
02000;7;2011;65-74;M;K00-K93;13
02000;7;2011;65-74;M;L00-L99;1
02000;7;2011;65-74;M;M00-M99;3
02000;7;2011;65-74;M;N00-N99;5
02000;7;2011;65-74;M;R00-R99;22
02000;7;2011;65-74;M;V01-Y98;13
02000;7;2011;75-84;F;A00-B99;15
02000;7;2011;75-84;F;C00-D48;183
02000;7;2011;75-84;F;D50-D89;3
02000;7;2011;75-84;F;E00-E90;14
02000;7;2011;75-84;F;F00-F99;30
02000;7;2011;75-84;F;G00-G99;54
02000;7;2011;75-84;F;I00-I99;201
02000;7;2011;75-84;F;J00-J99;46
02000;7;2011;75-84;F;K00-K93;37
02000;7;2011;75-84;F;L00-L99;1
02000;7;2011;75-84;F;M00-M99;4
02000;7;2011;75-84;F;N00-N99;23
02000;7;2011;75-84;F;Q00-Q99;1
02000;7;2011;75-84;F;R00-R99;22
02000;7;2011;75-84;F;V01-Y98;16
02000;7;2011;75-84;M;A00-B99;19
02000;7;2011;75-84;M;C00-D48;292
02000;7;2011;75-84;M;D50-D89;2
02000;7;2011;75-84;M;E00-E90;28
02000;7;2011;75-84;M;F00-F99;21
02000;7;2011;75-84;M;G00-G99;31
02000;7;2011;75-84;M;I00-I99;215
02000;7;2011;75-84;M;J00-J99;87
02000;7;2011;75-84;M;K00-K93;34
02000;7;2011;75-84;M;L00-L99;3
02000;7;2011;75-84;M;M00-M99;2
02000;7;2011;75-84;M;N00-N99;13
02000;7;2011;75-84;M;R00-R99;33
02000;7;2011;75-84;M;V01-Y98;22
02000;7;2011;85+;F;A00-B99;28
02000;7;2011;85+;F;C00-D48;126
02000;7;2011;85+;F;D50-D89;3
02000;7;2011;85+;F;E00-E90;29
02000;7;2011;85+;F;F00-F99;78
02000;7;2011;85+;F;G00-G99;40
02000;7;2011;85+;F;I00-I99;405
02000;7;2011;85+;F;J00-J99;85
02000;7;2011;85+;F;K00-K93;50
02000;7;2011;85+;F;L00-L99;9
02000;7;2011;85+;F;M00-M99;4
02000;7;2011;85+;F;N00-N99;37
02000;7;2011;85+;F;R00-R99;56
02000;7;2011;85+;F;V01-Y98;38
02000;7;2011;85+;M;A00-B99;14
02000;7;2011;85+;M;C00-D48;112
02000;7;2011;85+;M;E00-E90;8
02000;7;2011;85+;M;F00-F99;32
02000;7;2011;85+;M;G00-G99;20
02000;7;2011;85+;M;I00-I99;210
02000;7;2011;85+;M;J00-J99;94
02000;7;2011;85+;M;K00-K93;26
02000;7;2011;85+;M;L00-L99;1
02000;7;2011;85+;M;N00-N99;32
02000;7;2011;85+;M;R00-R99;28
02000;7;2011;85+;M;V01-Y98;18
02000;7;2012;0-24;F;C00-D48;2
02000;7;2012;0-24;F;I00-I99;3
02000;7;2012;0-24;F;P00-P96;4
02000;7;2012;0-24;F;Q00-Q99;5
02000;7;2012;0-24;F;R00-R99;5
02000;7;2012;0-24;F;V01-Y98;5
02000;7;2012;0-24;M;C00-D48;1
02000;7;2012;0-24;M;F00-F99;1
02000;7;2012;0-24;M;G00-G99;1
02000;7;2012;0-24;M;I00-I99;1
02000;7;2012;0-24;M;M00-M99;1
02000;7;2012;0-24;M;P00-P96;9
02000;7;2012;0-24;M;Q00-Q99;9
02000;7;2012;0-24;M;R00-R99;5
02000;7;2012;0-24;M;V01-Y98;10
02000;7;2012;25-44;F;C00-D48;8
02000;7;2012;25-44;F;G00-G99;2
02000;7;2012;25-44;F;I00-I99;2
02000;7;2012;25-44;F;R00-R99;2
02000;7;2012;25-44;F;V01-Y98;6
02000;7;2012;25-44;M;A00-B99;1
02000;7;2012;25-44;M;C00-D48;10
02000;7;2012;25-44;M;G00-G99;4
02000;7;2012;25-44;M;I00-I99;7
02000;7;2012;25-44;M;K00-K93;4
02000;7;2012;25-44;M;Q00-Q99;3
02000;7;2012;25-44;M;R00-R99;7
02000;7;2012;25-44;M;V01-Y98;39
02000;7;2012;45-64;F;A00-B99;5
02000;7;2012;45-64;F;C00-D48;141
02000;7;2012;45-64;F;D50-D89;1
02000;7;2012;45-64;F;E00-E90;2
02000;7;2012;45-64;F;F00-F99;5
02000;7;2012;45-64;F;G00-G99;9
02000;7;2012;45-64;F;I00-I99;24
02000;7;2012;45-64;F;J00-J99;12
02000;7;2012;45-64;F;K00-K93;9
02000;7;2012;45-64;F;L00-L99;1
02000;7;2012;45-64;F;M00-M99;1
02000;7;2012;45-64;F;N00-N99;1
02000;7;2012;45-64;F;Q00-Q99;1
02000;7;2012;45-64;F;R00-R99;2
02000;7;2012;45-64;F;V01-Y98;16
02000;7;2012;45-64;M;A00-B99;8
02000;7;2012;45-64;M;C00-D48;156
02000;7;2012;45-64;M;D50-D89;1
02000;7;2012;45-64;M;E00-E90;1
02000;7;2012;45-64;M;F00-F99;11
02000;7;2012;45-64;M;G00-G99;8
02000;7;2012;45-64;M;I00-I99;64
02000;7;2012;45-64;M;J00-J99;10
02000;7;2012;45-64;M;K00-K93;22
02000;7;2012;45-64;M;N00-N99;2
02000;7;2012;45-64;M;Q00-Q99;2
02000;7;2012;45-64;M;R00-R99;34
02000;7;2012;45-64;M;V01-Y98;72
02000;7;2012;65-74;F;A00-B99;3
02000;7;2012;65-74;F;C00-D48;124
02000;7;2012;65-74;F;D50-D89;1
02000;7;2012;65-74;F;E00-E90;3
02000;7;2012;65-74;F;F00-F99;3
02000;7;2012;65-74;F;G00-G99;13
02000;7;2012;65-74;F;I00-I99;56
02000;7;2012;65-74;F;J00-J99;19
02000;7;2012;65-74;F;K00-K93;8
02000;7;2012;65-74;F;L00-L99;2
02000;7;2012;65-74;F;N00-N99;2
02000;7;2012;65-74;F;Q00-Q99;1
02000;7;2012;65-74;F;R00-R99;8
02000;7;2012;65-74;F;V01-Y98;13
02000;7;2012;65-74;M;A00-B99;12
02000;7;2012;65-74;M;C00-D48;204
02000;7;2012;65-74;M;D50-D89;2
02000;7;2012;65-74;M;E00-E90;8
02000;7;2012;65-74;M;F00-F99;5
02000;7;2012;65-74;M;G00-G99;13
02000;7;2012;65-74;M;I00-I99;102
02000;7;2012;65-74;M;J00-J99;35
02000;7;2012;65-74;M;K00-K93;18
02000;7;2012;65-74;M;M00-M99;5
02000;7;2012;65-74;M;N00-N99;9
02000;7;2012;65-74;M;R00-R99;13
02000;7;2012;65-74;M;V01-Y98;13
02000;7;2012;75-84;F;A00-B99;9
02000;7;2012;75-84;F;C00-D48;184
02000;7;2012;75-84;F;D50-D89;1
02000;7;2012;75-84;F;E00-E90;20
02000;7;2012;75-84;F;F00-F99;43
02000;7;2012;75-84;F;G00-G99;41
02000;7;2012;75-84;F;I00-I99;201
02000;7;2012;75-84;F;J00-J99;53
02000;7;2012;75-84;F;K00-K93;29
02000;7;2012;75-84;F;L00-L99;2
02000;7;2012;75-84;F;M00-M99;5
02000;7;2012;75-84;F;N00-N99;24
02000;7;2012;75-84;F;Q00-Q99;2
02000;7;2012;75-84;F;R00-R99;20
02000;7;2012;75-84;F;V01-Y98;24
02000;7;2012;75-84;M;A00-B99;19
02000;7;2012;75-84;M;C00-D48;248
02000;7;2012;75-84;M;D50-D89;1
02000;7;2012;75-84;M;E00-E90;14
02000;7;2012;75-84;M;F00-F99;34
02000;7;2012;75-84;M;G00-G99;46
02000;7;2012;75-84;M;I00-I99;223
02000;7;2012;75-84;M;J00-J99;79
02000;7;2012;75-84;M;K00-K93;38
02000;7;2012;75-84;M;L00-L99;2
02000;7;2012;75-84;M;M00-M99;5
02000;7;2012;75-84;M;N00-N99;12
02000;7;2012;75-84;M;R00-R99;30
02000;7;2012;75-84;M;V01-Y98;24
02000;7;2012;85+;F;A00-B99;26
02000;7;2012;85+;F;C00-D48;142
02000;7;2012;85+;F;D50-D89;8
02000;7;2012;85+;F;E00-E90;29
02000;7;2012;85+;F;F00-F99;98
02000;7;2012;85+;F;G00-G99;52
02000;7;2012;85+;F;H60-H95;1
02000;7;2012;85+;F;I00-I99;384
02000;7;2012;85+;F;J00-J99;77
02000;7;2012;85+;F;K00-K93;51
02000;7;2012;85+;F;L00-L99;5
02000;7;2012;85+;F;M00-M99;11
02000;7;2012;85+;F;N00-N99;32
02000;7;2012;85+;F;R00-R99;76
02000;7;2012;85+;F;V01-Y98;26
02000;7;2012;85+;M;A00-B99;11
02000;7;2012;85+;M;C00-D48;141
02000;7;2012;85+;M;D50-D89;4
02000;7;2012;85+;M;E00-E90;11
02000;7;2012;85+;M;F00-F99;39
02000;7;2012;85+;M;G00-G99;25
02000;7;2012;85+;M;I00-I99;205
02000;7;2012;85+;M;J00-J99;78
02000;7;2012;85+;M;K00-K93;27
02000;7;2012;85+;M;L00-L99;1
02000;7;2012;85+;M;M00-M99;2
02000;7;2012;85+;M;N00-N99;18
02000;7;2012;85+;M;R00-R99;34
02000;7;2012;85+;M;V01-Y98;24
02000;7;2013;0-24;F;A00-B99;2
02000;7;2013;0-24;F;G00-G99;1
02000;7;2013;0-24;F;I00-I99;1
02000;7;2013;0-24;F;J00-J99;1
02000;7;2013;0-24;F;P00-P96;5
02000;7;2013;0-24;F;Q00-Q99;3
02000;7;2013;0-24;F;R00-R99;2
02000;7;2013;0-24;F;V01-Y98;4
02000;7;2013;0-24;M;A00-B99;1
02000;7;2013;0-24;M;C00-D48;3
02000;7;2013;0-24;M;G00-G99;2
02000;7;2013;0-24;M;K00-K93;1
02000;7;2013;0-24;M;P00-P96;7
02000;7;2013;0-24;M;Q00-Q99;3
02000;7;2013;0-24;M;R00-R99;4
02000;7;2013;0-24;M;V01-Y98;14
02000;7;2013;25-44;F;A00-B99;1
02000;7;2013;25-44;F;C00-D48;11
02000;7;2013;25-44;F;F00-F99;1
02000;7;2013;25-44;F;G00-G99;3
02000;7;2013;25-44;F;I00-I99;4
02000;7;2013;25-44;F;K00-K93;2
02000;7;2013;25-44;F;R00-R99;2
02000;7;2013;25-44;F;V01-Y98;15
02000;7;2013;25-44;M;A00-B99;2
02000;7;2013;25-44;M;C00-D48;7
02000;7;2013;25-44;M;F00-F99;1
02000;7;2013;25-44;M;G00-G99;2
02000;7;2013;25-44;M;I00-I99;3
02000;7;2013;25-44;M;J00-J99;1
02000;7;2013;25-44;M;K00-K93;3
02000;7;2013;25-44;M;R00-R99;7
02000;7;2013;25-44;M;V01-Y98;31
02000;7;2013;45-64;F;C00-D48;126
02000;7;2013;45-64;F;E00-E90;3
02000;7;2013;45-64;F;F00-F99;6
02000;7;2013;45-64;F;G00-G99;8
02000;7;2013;45-64;F;I00-I99;26
02000;7;2013;45-64;F;J00-J99;11
02000;7;2013;45-64;F;K00-K93;14
02000;7;2013;45-64;F;M00-M99;1
02000;7;2013;45-64;F;N00-N99;1
02000;7;2013;45-64;F;R00-R99;10
02000;7;2013;45-64;F;V01-Y98;20
02000;7;2013;45-64;M;A00-B99;9
02000;7;2013;45-64;M;C00-D48;164
02000;7;2013;45-64;M;E00-E90;11
02000;7;2013;45-64;M;F00-F99;9
02000;7;2013;45-64;M;G00-G99;19
02000;7;2013;45-64;M;I00-I99;69
02000;7;2013;45-64;M;J00-J99;24
02000;7;2013;45-64;M;K00-K93;26
02000;7;2013;45-64;M;L00-L99;1
02000;7;2013;45-64;M;M00-M99;4
02000;7;2013;45-64;M;N00-N99;3
02000;7;2013;45-64;M;Q00-Q99;1
02000;7;2013;45-64;M;R00-R99;27
02000;7;2013;45-64;M;V01-Y98;57
02000;7;2013;65-74;F;A00-B99;6
02000;7;2013;65-74;F;C00-D48;122
02000;7;2013;65-74;F;D50-D89;1
02000;7;2013;65-74;F;E00-E90;4
02000;7;2013;65-74;F;F00-F99;6
02000;7;2013;65-74;F;G00-G99;11
02000;7;2013;65-74;F;I00-I99;58
02000;7;2013;65-74;F;J00-J99;17
02000;7;2013;65-74;F;K00-K93;12
02000;7;2013;65-74;F;L00-L99;1
02000;7;2013;65-74;F;N00-N99;6
02000;7;2013;65-74;F;Q00-Q99;1
02000;7;2013;65-74;F;R00-R99;3
02000;7;2013;65-74;F;V01-Y98;14
02000;7;2013;65-74;M;A00-B99;6
02000;7;2013;65-74;M;C00-D48;189
02000;7;2013;65-74;M;E00-E90;11
02000;7;2013;65-74;M;F00-F99;7
02000;7;2013;65-74;M;G00-G99;24
02000;7;2013;65-74;M;I00-I99;95
02000;7;2013;65-74;M;J00-J99;39
02000;7;2013;65-74;M;K00-K93;20
02000;7;2013;65-74;M;L00-L99;1
02000;7;2013;65-74;M;M00-M99;1
02000;7;2013;65-74;M;N00-N99;5
02000;7;2013;65-74;M;Q00-Q99;1
02000;7;2013;65-74;M;R00-R99;15
02000;7;2013;65-74;M;V01-Y98;25
02000;7;2013;75-84;F;A00-B99;17
02000;7;2013;75-84;F;C00-D48;185
02000;7;2013;75-84;F;D50-D89;2
02000;7;2013;75-84;F;E00-E90;20
02000;7;2013;75-84;F;F00-F99;37
02000;7;2013;75-84;F;G00-G99;37
02000;7;2013;75-84;F;I00-I99;200
02000;7;2013;75-84;F;J00-J99;48
02000;7;2013;75-84;F;K00-K93;23
02000;7;2013;75-84;F;L00-L99;1
02000;7;2013;75-84;F;M00-M99;7
02000;7;2013;75-84;F;N00-N99;16
02000;7;2013;75-84;F;R00-R99;13
02000;7;2013;75-84;F;V01-Y98;19
02000;7;2013;75-84;M;A00-B99;22
02000;7;2013;75-84;M;C00-D48;301
02000;7;2013;75-84;M;D50-D89;3
02000;7;2013;75-84;M;E00-E90;17
02000;7;2013;75-84;M;F00-F99;33
02000;7;2013;75-84;M;G00-G99;39
02000;7;2013;75-84;M;I00-I99;245
02000;7;2013;75-84;M;J00-J99;87
02000;7;2013;75-84;M;K00-K93;18
